118521, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.15, -0.14, 0.13, 0, 0, 0, 558, 25.11, 568.22, 94683.65, 25.33
119185, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.02, -0.08, -0.17, 0, 0, 0, 558, 25.11, 568.27, 94683.03, 25.36
119809, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.13, 0.18, 0.11, 0, 0, 0, 558, 25.11, 569.41, 94670.14, 25.33
120450, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.41, 0.33, -0.02, 0, 0, 0, 558, 25.11, 568.23, 94674.89, 25.37
121082, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.06, 0.69, 0.35, 0, 0, 0, 558, 25.11, 568.10, 94685.03, 25.34
121702, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.28, -0.50, 0.32, 0, 0, 0, 558, 25.11, 568.26, 94683.14, 25.34
122337, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,0.26, -0.48, -0.23, 0, 0, 0, 558, 25.11, 568.26, 94683.16, 25.38
122968, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.01, -0.12, 0.04, 0, 0, 0, 558, 25.11, 568.04, 94685.70, 25.34
123592, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.37, -0.30, 0.20, 0, 0, 0, 558, 25.14, 568.18, 94684.07, 25.35
124238, 200-0-0 0:0:0.0, 0, 0, ,,,,,,,-0.48, -0.45, 0.45, 0, 0, 0, 558, 25.14, 569.14, 94673.15, 25.34
